player_id,player_code,web_name,club_short,position,expected_role,p_start,p_sub_in,p_dnp,xmins_if_start,xmins_if_sub_in,draft_availability,availability_override,usable_season_count,usable_mins_total,rate_source,per90_xg,per90_xa,per90_defcon,per90_defensive_contribution,per90_saves,per90_goals_conceded,provenance_note
35,515597,Bogarde,AVL,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,1,1042.0,prior_season_seed,0.0,0.0173,5.1823,5.1823,0.0,1.4683,Prior-Season Seed 2025/26 (1042m)
41,195546,Buendía,AVL,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1753.0,prior_season_seed,0.1735,0.1145,10.1141,10.1141,0.0,1.2322,Prior-Season Seed 2025/26 (1753m)
42,485337,Guessand,CRY,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,1,909.0,prior_season_seed,0.1545,0.0842,8.2178,8.2178,0.0,1.4851,Prior-Season Seed 2025/26 (909m)
44,215711,Bailey,AVL,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.1375,0.2322,6.1219,6.1219,0.0,1.2895,Older FPL 2024/25 (1132m); destination GC overlay; dest GC AVL=1.289
45,122806,McGinn,AVL,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,2136.0,prior_season_seed,0.1264,0.1732,6.3202,6.3202,0.0,1.1798,Prior-Season Seed 2025/26 (2136m)
46,88894,Barkley,AVL,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.169,0.134,7.89,7.89,0.0,1.2895,Prior-Season Seed 2025/26 (844m); dest GC AVL=1.289
47,226944,Kamara,AVL,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,watch,,1,1410.0,prior_season_seed,0.0338,0.0536,9.5106,9.5106,0.0,0.9574,Prior-Season Seed 2025/26 (1410m)
48,449871,Onana,AVL,MID,Out of Contention,0.0,0.05,0.95,45.0,10.0,exclude_gw1,,1,1755.0,prior_season_seed,0.0862,0.0354,11.2308,11.2308,0.0,1.3333,Prior-Season Seed 2025/26 (1755m)
49,469247,Iling Jr,AVL,MID,Out of Contention,0.0,0.05,0.95,45.0,10.0,exclude_gw1,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.2895,Position baseline (MID); dest GC AVL=1.289; no Prior-Season Seed and no Career Individual Rate
50,645618,Burrowes,AVL,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.2895,Position baseline (MID); dest GC AVL=1.289; no Prior-Season Seed and no Career Individual Rate
51,577285,George Hemmings,AVL,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.2895,Position baseline (MID); dest GC AVL=1.289; no Prior-Season Seed and no Career Individual Rate
52,653481,Alysson,AVL,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.2895,Position baseline (MID); dest GC AVL=1.289; no Prior-Season Seed and no Career Individual Rate
53,614071,Manzambi,AVL,MID,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,,0,0.0,career_individual+destination_gc,0.15,0.15,3.1,3.1,0.0,1.2895,Position baseline (MID); dest GC AVL=1.289; no Prior-Season Seed and no Career Individual Rate; dest GC AVL=1.289
54,448089,Gomes,AVL,MID,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,,1,2829.0,prior_season_seed,0.041,0.0665,12.3118,12.3118,0.0,1.7815,Prior-Season Seed 2025/26 (2829m)
160,493105,Garnacho,AVL,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1261.0,prior_season_seed,0.2455,0.2626,5.0674,5.0674,0.0,1.4274,Prior-Season Seed 2025/26 (1261m)
113,231416,F.Kadıoğlu,BHA,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,3130.0,prior_season_seed,0.0592,0.0952,4.8882,4.8882,0.0,1.1789,Prior-Season Seed 2025/26 (3130m)
114,204120,Boscagli,BHA,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.06,0.06,4.25,4.25,0.0,1.2105,Position baseline (DEF); dest GC BHA; no Prior-Season Seed; dest GC BHA=1.211
115,465730,De Cuyper,BHA,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1404.0,prior_season_seed,0.1064,0.2615,4.1026,4.1026,0.0,1.4744,Prior-Season Seed 2025/26 (1404m)
116,83299,Dunk,BHA,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,2837.0,prior_season_seed,0.0581,0.0178,7.3282,7.3282,0.0,1.2689,Prior-Season Seed 2025/26 (2837m)
117,550090,Coppola,BHA,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.2105,Position baseline (DEF); dest GC BHA=1.211; no Prior-Season Seed and no Career Individual Rate
118,223434,Igor,BHA,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.0047,0.0235,5.7247,5.7247,0.0,1.2105,Older FPL 2024/25 (959m); destination GC overlay; dest GC BHA=1.211
119,451490,Costinha,BHA,DEF,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.2105,Position baseline (DEF); dest GC BHA=1.211; no Prior-Season Seed and no Career Individual Rate
120,454490,Svoboda,BHA,DEF,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.2105,Position baseline (DEF); dest GC BHA=1.211; no Prior-Season Seed and no Career Individual Rate
130,467779,Wieffer,BHA,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,1901.0,prior_season_seed,0.0909,0.0881,12.7354,12.7354,0.0,1.2309,Prior-Season Seed 2025/26 (1901m)
328,222694,Struijk,BHA,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,1,2935.0,prior_season_seed,0.0938,0.0233,9.1073,9.1073,0.0,1.4719,Prior-Season Seed 2025/26 (2935m)
504,610799,Vuskovic,BHA,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.188,0.101,12.46,12.46,0.0,1.2105,2025/26 Bundesliga Hamburger SV; ~2441m; FootyStats; dest GC BHA=1.211
125,463067,Georginio,BHA,FWD,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1776.0,prior_season_seed,0.147,0.147,6.6385,6.6385,0.0,1.0135,Prior-Season Seed 2025/26 (1776m)
136,50175,Welbeck,CHE,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,1,2249.0,prior_season_seed,0.4946,0.056,4.482,4.482,0.0,1.1205,Prior-Season Seed 2025/26 (2249m)
137,608181,Tzimas,BHA,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.41,0.13,1.5,1.5,0.0,1.2105,Position baseline (FWD); dest GC BHA=1.211; no Prior-Season Seed and no Career Individual Rate; dest GC BHA=1.211
138,647850,Kostoulas,BHA,FWD,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.41,0.13,1.5,1.5,0.0,1.2105,Position baseline (FWD); dest GC BHA=1.211; no Prior-Season Seed and no Career Individual Rate
139,487117,Ferguson,BHA,FWD,Out of Contention,0.0,0.05,0.95,45.0,10.0,exclude_gw1-5,,0,0.0,career_fpl_prior_year+destination_gc,0.298,0.0511,0.0,0.0,0.0,1.2105,Older FPL 2023/24 (1356m); destination GC overlay; dest GC BHA=1.211
109,489639,Verbruggen,BHA,GKP,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,3420.0,prior_season_seed+defcon_baseline_fill,0.0,0.0016,0.0,0.0,2.7895,1.2105,Prior-Season Seed 2025/26 (3420m); defcon_baseline_fill
110,472739,Rushworth,COV,GKP,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_individual+destination_gc,0.0,0.0,0.0,0.0,3.11,1.375,2023/24 Championship Swansea GKP; 4140m; FBref 143 saves/46.0 90s; dest GC COV=1.375
111,49262,Steele,BHA,GKP,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.0,0.0,0.0,0.0,2.5294,1.2105,Older FPL 2023/24 (1530m); destination GC overlay; dest GC BHA=1.211
121,451340,Mitoma,BHA,MID,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,,1,1714.0,prior_season_seed,0.2121,0.1439,5.6184,5.6184,0.0,1.0502,Prior-Season Seed 2025/26 (1714m)
122,592031,Minteh,BHA,MID,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,,1,2389.0,prior_season_seed,0.1435,0.1906,6.9694,6.9694,0.0,1.2432,Prior-Season Seed 2025/26 (2389m)
123,532529,Hinshelwood,BHA,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1736.0,prior_season_seed,0.2561,0.1213,5.9101,5.9101,0.0,1.1924,Prior-Season Seed 2025/26 (1736m)
124,60307,Groß,BHA,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,1636.0,prior_season_seed,0.0765,0.2173,7.9768,7.9768,0.0,0.9352,Prior-Season Seed 2025/26 (1636m)
126,219249,O'Riley,BHA,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.2674,0.1976,6.7815,6.7815,0.0,1.2105,Older FPL 2024/25 (929m); destination GC overlay; dest GC BHA=1.211
127,514254,Gomez,BHA,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,2117.0,prior_season_seed,0.2653,0.0731,10.1181,10.1181,0.0,1.2329,Prior-Season Seed 2025/26 (2117m)
128,536916,Buonanotte,BHA,MID,Cameo,0.1,0.35,0.55,60.0,15.0,exclude_gw1,,0,0.0,career_fpl_prior_year+destination_gc,0.2393,0.1367,9.6684,9.6684,0.0,1.2105,Older FPL 2024/25 (1508m); destination GC overlay; dest GC BHA=1.211
129,509416,Ayari,BHA,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1921.0,prior_season_seed,0.1265,0.0539,10.5414,10.5414,0.0,1.1244,Prior-Season Seed 2025/26 (1921m)
131,535301,Baleba,BHA,MID,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,,1,1646.0,prior_season_seed,0.0426,0.0394,11.4277,11.4277,0.0,1.0389,Prior-Season Seed 2025/26 (1646m)
132,597320,Howell,BHA,MID,Cameo,0.1,0.35,0.55,60.0,15.0,exclude_gw1,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.2105,Position baseline (MID); dest GC BHA=1.211; no Prior-Season Seed and no Career Individual Rate
133,549074,Watson,BHA,MID,Cameo,0.1,0.35,0.55,60.0,15.0,exclude_gw1,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.2105,Position baseline (MID); dest GC BHA=1.211; no Prior-Season Seed and no Career Individual Rate
134,556637,Oriola,BHA,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.2105,Position baseline (MID); dest GC BHA=1.211; no Prior-Season Seed and no Career Individual Rate
135,700308,Yohanna,BHA,MID,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.2105,Position baseline (MID); dest GC BHA=1.211; no Prior-Season Seed and no Career Individual Rate
60,463981,Hill,BOU,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,2102.0,prior_season_seed,0.0381,0.0497,11.1323,11.1323,0.0,1.0276,Prior-Season Seed 2025/26 (2102m)
61,494521,Truffert,BOU,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,3378.0,prior_season_seed,0.036,0.0818,8.0195,8.0195,0.0,1.3588,Prior-Season Seed 2025/26 (3378m)
62,242882,Diakité,BOU,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,1,1275.0,prior_season_seed,0.0014,0.0134,8.2588,8.2588,0.0,1.9059,Prior-Season Seed 2025/26 (1275m)
63,620487,Milosavljević,BOU,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,exclude_gw1,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.4211,Position baseline (DEF); dest GC BOU=1.421; no Prior-Season Seed and no Career Individual Rate
64,54469,Smith,BOU,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,1073.0,prior_season_seed,0.0,0.0193,5.8714,5.8714,0.0,1.342,Prior-Season Seed 2025/26 (1073m)
65,436893,J.Araujo,BOU,DEF,Out of Contention,0.0,0.05,0.95,45.0,10.0,exclude_gw1,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.4211,Position baseline (DEF); dest GC BOU=1.421; no Prior-Season Seed and no Career Individual Rate
66,575901,Soler,BOU,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.06,0.06,4.25,4.25,0.0,1.4211,Position baseline (DEF); dest GC BOU=1.421; no Prior-Season Seed and no Career Individual Rate
79,444102,Evanilson,BOU,FWD,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,2741.0,prior_season_seed,0.3494,0.0486,4.4327,4.4327,0.0,1.3134,Prior-Season Seed 2025/26 (2741m)
80,168636,Enes Ünal,BOU,FWD,Cameo,0.1,0.35,0.55,60.0,15.0,exclude_gw1,,0,0.0,fallback_baseline+destination_gc,0.41,0.13,1.5,1.5,0.0,1.4211,Position baseline (FWD); dest GC BOU=1.421; no Prior-Season Seed and no Career Individual Rate
81,561245,Rodríguez,BOU,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,,0,0.0,career_individual+destination_gc,0.41,0.13,1.5,1.5,0.0,1.4211,Position baseline (FWD); dest GC BOU=1.421; no Prior-Season Seed and no Career Individual Rate; dest GC BOU=1.421
57,457569,Petrović,BOU,GKP,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,3420.0,prior_season_seed+defcon_baseline_fill,0.0,0.0,0.0,0.0,2.8684,1.4211,Prior-Season Seed 2025/26 (3420m); defcon_baseline_fill
58,40383,Forster,BOU,GKP,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.0,0.0,0.0,0.0,2.3704,1.4211,Older FPL 2022/23 (1215m); destination GC overlay; dest GC BOU=1.421
59,444172,Dennis,BOU,GKP,Out of Contention,0.0,0.05,0.95,45.0,10.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.0,0.0,0.0,0.0,2.78,1.4211,Position baseline (GKP); dest GC BOU=1.421; no Prior-Season Seed and no Career Individual Rate
67,499604,Rayan,BOU,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,1110.0,prior_season_seed,0.2165,0.1492,6.6486,6.6486,0.0,0.8108,Prior-Season Seed 2025/26 (1110m)
68,201658,Tavernier,BOU,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,2732.0,prior_season_seed,0.2985,0.1515,8.2687,8.2687,0.0,1.4495,Prior-Season Seed 2025/26 (2732m)
69,503139,Scott,BOU,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,,1,2848.0,prior_season_seed,0.1201,0.0929,12.198,12.198,0.0,1.2956,Prior-Season Seed 2025/26 (2848m)
70,222683,Kluivert,BOU,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,1,945.0,prior_season_seed,0.22,0.1476,6.1905,6.1905,0.0,1.8095,Prior-Season Seed 2025/26 (945m)
71,155408,Cook,BOU,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,,0,0.0,career_fpl_prior_year+destination_gc,0.0284,0.1137,11.6734,11.6734,0.0,1.4211,Older FPL 2024/25 (2976m); destination GC overlay; dest GC BOU=1.421
72,496208,Gannon-Doak,BOU,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,,0,0.0,fallback_baseline+destination_gc,0.15,0.15,3.1,3.1,0.0,1.4211,Position baseline (MID); dest GC BOU=1.421; no Prior-Season Seed and no Career Individual Rate
